date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:49:41	78749/78749	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Mar%202015%2013:25:59%20GMT	http://webapplayers.com/inspinia_admin-v2.0/index.html	C:/Users/CHRISPINE/Documents/Templates/Admin/Inspinia/webapplayers.com/inspinia_admin-v2.0/index.html	(from )
13:49:42	181/181	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2024%20Apr%202015%2010:49:43%20GMT	http://webapplayers.com/robots.txt		(from )
13:49:43	117305/117305	---MCZ	200	added ('OK')	text/css	date:Tue,%2031%20Mar%202015%2012:34:00%20GMT	http://webapplayers.com/inspinia_admin-v2.0/css/bootstrap.min.css	C:/Users/CHRISPINE/Documents/Templates/Admin/Inspinia/webapplayers.com/inspinia_admin-v2.0/css/bootstrap.min.css	(from http://webapplayers.com/inspinia_admin-v2.0/index.html)
13:49:44	28747/28747	---MCZ	200	added ('OK')	text/css	date:Tue,%2031%20Mar%202015%2012:34:05%20GMT	http://webapplayers.com/inspinia_admin-v2.0/font-awesome/css/font-awesome.css	C:/Users/CHRISPINE/Documents/Templates/Admin/Inspinia/webapplayers.com/inspinia_admin-v2.0/font-awesome/css/font-awesome.css	(from http://webapplayers.com/inspinia_admin-v2.0/index.html)
13:49:44	6661/6661	---MCZ	200	added ('OK')	text/css	date:Tue,%2031%20Mar%202015%2012:33:45%20GMT	http://webapplayers.com/inspinia_admin-v2.0/css/plugins/toastr/toastr.min.css	C:/Users/CHRISPINE/Documents/Templates/Admin/Inspinia/webapplayers.com/inspinia_admin-v2.0/css/plugins/toastr/toastr.min.css	(from http://webapplayers.com/inspinia_admin-v2.0/index.html)
13:49:44	2556/2556	---MCZ	200	added ('OK')	text/css	date:Tue,%2031%20Mar%202015%2012:35:50%20GMT	http://webapplayers.com/inspinia_admin-v2.0/js/plugins/gritter/jquery.gritter.css	C:/Users/CHRISPINE/Documents/Templates/Admin/Inspinia/webapplayers.com/inspinia_admin-v2.0/js/plugins/gritter/jquery.gritter.css	(from http://webapplayers.com/inspinia_admin-v2.0/index.html)
13:49:45	65564/65564	---MCZ	200	added ('OK')	text/css	date:Tue,%2031%20Mar%202015%2012:33:58%20GMT	http://webapplayers.com/inspinia_admin-v2.0/css/animate.css	C:/Users/CHRISPINE/Documents/Templates/Admin/Inspinia/webapplayers.com/inspinia_admin-v2.0/css/animate.css	(from http://webapplayers.com/inspinia_admin-v2.0/index.html)
13:49:45	128903/128903	---MCZ	200	added ('OK')	text/css	date:Tue,%2031%20Mar%202015%2014:53:27%20GMT	http://webapplayers.com/inspinia_admin-v2.0/css/style.css	C:/Users/CHRISPINE/Documents/Templates/Admin/Inspinia/webapplayers.com/inspinia_admin-v2.0/css/style.css	(from http://webapplayers.com/inspinia_admin-v2.0/index.html)
13:49:45	11988/11988	---M--	200	added ('OK')	image/jpeg	date:Tue,%2031%20Mar%202015%2012:34:34%20GMT	http://webapplayers.com/inspinia_admin-v2.0/img/profile_small.jpg	C:/Users/CHRISPINE/Documents/Templates/Admin/Inspinia/webapplayers.com/inspinia_admin-v2.0/img/profile_small.jpg	(from http://webapplayers.com/inspinia_admin-v2.0/index.html)
13:49:46	33834/33834	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Mar%202015%2012:38:21%20GMT	http://webapplayers.com/inspinia_admin-v2.0/profile.html	C:/Users/CHRISPINE/Documents/Templates/Admin/Inspinia/webapplayers.com/inspinia_admin-v2.0/profile.html	(from http://webapplayers.com/inspinia_admin-v2.0/index.html)
13:49:46	35936/35936	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Mar%202015%2012:38:02%20GMT	http://webapplayers.com/inspinia_admin-v2.0/contacts.html	C:/Users/CHRISPINE/Documents/Templates/Admin/Inspinia/webapplayers.com/inspinia_admin-v2.0/contacts.html	(from http://webapplayers.com/inspinia_admin-v2.0/index.html)
13:49:46	34957/34957	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Mar%202015%2012:38:18%20GMT	http://webapplayers.com/inspinia_admin-v2.0/mailbox.html	C:/Users/CHRISPINE/Documents/Templates/Admin/Inspinia/webapplayers.com/inspinia_admin-v2.0/mailbox.html	(from http://webapplayers.com/inspinia_admin-v2.0/index.html)
13:49:47	1960/1960	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Mar%202015%2012:38:17%20GMT	http://webapplayers.com/inspinia_admin-v2.0/login.html	C:/Users/CHRISPINE/Documents/Templates/Admin/Inspinia/webapplayers.com/inspinia_admin-v2.0/login.html	(from http://webapplayers.com/inspinia_admin-v2.0/index.html)
13:49:47	73698/73698	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Mar%202015%2012:38:03%20GMT	http://webapplayers.com/inspinia_admin-v2.0/dashboard_2.html	C:/Users/CHRISPINE/Documents/Templates/Admin/Inspinia/webapplayers.com/inspinia_admin-v2.0/dashboard_2.html	(from http://webapplayers.com/inspinia_admin-v2.0/index.html)
